,chr1,x1,x2,chr2,y1,y2,color,f1,f2,f3,f4,f5,H3K36me3,H3K9me3,H3K4me1,H3K4me2,H3K4me3,H3K27me3,H4K20me1,#meqtl,KMeans_State_Labels,#meqtl_pos,#meqtl_neg,domain_size,norm_meqtl_by_size,norm_pos_meqtl_by_size,norm_neg_meqtl_by_size
32,1,161155000,161360000,1,161155000,161360000,"255,255,0",1.8095,0.049815,0.095141,0.85,0.92619,0.2549472680966729,0.6744404454143142,0.16395699573297945,0.17226518844738448,0.2273513743034962,1.0,0.0,397,2,314,382,205000,0.5537621552686115,0.4437893716685511,0.6005479944302206
33,1,92435000,92720000,1,92435000,92720000,"255,255,0",1.2655,0.056824,0.050207,0.7992600000000001,0.7007399999999999,0.4678371739406204,1.0,0.1966650863824904,0.17116282228585195,0.43119419743638937,0.0,0.0,102,1,52,62,285000,0.10233918128654973,0.052863947949343564,0.07011082032890698
34,1,161750000,162015000,1,161750000,162015000,"255,255,0",1.2951,0.10841,0.034417,0.80769,0.7165199999999999,0.27444791072375657,0.4187164802519087,0.21956776876670808,0.2276666344054972,0.2752016195123593,0.7067284031340259,0.0,450,2,393,365,265000,0.4855715871254162,0.4296826190178683,0.4439000660203621
35,1,200525000,200810000,1,200525000,200810000,"255,255,0",1.521,0.062304999999999985,0.043607,0.8977799999999999,0.7968,0.6995215391270816,1.0,0.1864783558207029,0.1560587055776316,0.18759251641315952,0.0,0.0,338,2,234,167,285000,0.3391239536750373,0.23788776577204604,0.1888468870149591
36,1,82010000,82235000,1,82010000,82235000,"255,255,0",1.3174,0.03637,0.046344,0.74111,0.69763,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15,1,7,13,225000,0.019063180827886717,0.009013980868285504,0.018620830775526908
37,1,180220000,180460000,1,180220000,180460000,"255,255,0",1.6764,0.05027,0.038904,0.8517299999999999,0.9567,0.5724884247656846,0.2911424319126147,0.5766879506081818,0.3531726342115296,0.4889173516212921,0.2552205902972115,1.0,396,0,153,251,240000,0.4718137254901961,0.1847061258278146,0.3370549416820135
38,1,246650000,246925000,1,246650000,246925000,"255,255,0",1.2703,0.040564,0.052494000000000006,0.9246,0.6627,0.2955679287836754,0.3638531028963392,0.3051697356031008,0.2553330174927183,0.3655557659105828,0.0,0.0,299,2,160,211,275000,0.31090314913844325,0.16857314870559906,0.24727942407500414
39,1,66710000,66915000,1,66710000,66915000,"255,255,0",1.887,0.051802,0.048593,0.94048,0.94524,0.0,0.0,1.0,0.4948396611535773,0.0,0.36283289079243697,0.0,92,0,63,37,205000,0.12832775386577394,0.08904054272330802,0.05816826124062345
40,1,178745000,178980000,1,178745000,178980000,"255,255,0",1.3085,0.0437,0.058011,0.66486,0.88587,0.0,0.3957442034913555,0.36451607986676215,0.415468571920826,0.6927883304823461,1.0,0.0,20,1,9,11,235000,0.02433597552496176,0.011096237846977596,0.015085615767407232
41,1,165355000,165565000,1,165355000,165565000,"255,255,0",1.6462,0.048225,0.047497,0.87075,0.92063,0.0,0.0,0.4903874466001394,0.6434492268689852,1.0,0.2593329360093944,0.0,111,4,87,26,210000,0.15114379084967322,0.12003311258278145,0.03990178023327195
42,1,54565000,54975000,1,54565000,54975000,"255,255,0",1.3524,0.04977,0.041956,0.81499,0.81618,0.10771443628252833,0.571014862108553,0.1974706773421973,0.19199290163876434,0.2413926470852437,0.5610502001878062,0.7070330084382563,242,0,135,107,410000,0.16877889367128965,0.0954005814892586,0.08410816152360417
43,1,24525000,24720000,1,24525000,24720000,"255,255,0",1.4689,0.035607,0.025062,0.8894700000000001,0.92895,0.2333026989099125,0.0,0.25168834849653776,0.2326593073656008,0.3950941386571487,0.2730835049877507,0.0,96,4,76,38,195000,0.14077425842131724,0.11292239769060962,0.06280398545591916
44,1,21995000,22335000,1,21995000,22335000,"255,255,0",1.6171,0.04739,0.056683,0.94204,0.86765,0.24993919685398275,0.7062021183741694,0.12624884611649628,0.14979329328478388,0.2341710612258001,0.26027447551068245,0.22390872101817752,395,1,289,133,340000,0.3322039600153787,0.2462748344370861,0.1260697649225436
45,1,116335000,116540000,1,116335000,116540000,"255,255,0",1.0184,0.037789,0.048352,0.76577,0.67089,0.14037114989507493,0.0,0.17432459055007288,0.17485799871545007,0.3669966272010503,1.0,0.0,121,4,97,63,205000,0.16877889367128965,0.13709416895493454,0.09904325562592643
46,1,33590000,33960000,1,33590000,33960000,"255,255,0",1.2857,0.038913,0.056998,0.6866300000000001,0.86779,0.0,0.0,0.0,1.0,0.0,0.3496724722867344,1.0,570,0,490,472,370000,0.4405140434552199,0.38370323966350456,0.4111293614056045
47,1,95310000,95520000,1,95310000,95520000,"255,255,0",1.4821,0.042614,0.048695,0.90249,0.87075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,1,3,20,210000,0.028594771241830068,0.00413907284768212,0.030693677102516883
48,1,52580000,52800000,1,52580000,52800000,"255,255,0",1.4374,0.047863,0.042719,0.78719,0.83678,0.5349738750971057,1.0,0.2548210739008161,0.2156838763531934,0.3604048651827442,0.5739545967811543,0.0,12,1,4,8,220000,0.015597147950089128,0.0052679108970499705,0.011719403984597357
49,1,226815000,227025000,1,226815000,227025000,"255,255,0",1.8297,0.038716,0.041332,0.93424,0.9161,0.4184852005661287,0.4865251781712368,0.18930425140826024,0.2461753423160121,0.3548869531890925,1.0,0.0,102,0,81,76,210000,0.1388888888888889,0.11175496688741722,0.11663597298956414
50,1,23000000,23265000,1,23000000,23265000,"255,255,0",1.5129,0.035459,0.048595,0.8931600000000001,0.91311,0.1906586939909476,1.0,0.1378636546832706,0.1580933196261588,0.2465383881619266,0.0,0.0,153,1,97,67,265000,0.1650943396226415,0.1060539797575909,0.08148302581743633
51,1,66970000,67205000,1,66970000,67205000,"255,255,0",0.97118,0.069361,0.053520000000000005,0.73007,0.58877,0.5716698089759084,1.0,0.2356699299357948,0.22617773186696435,1.0,0.5498790960112281,0.0,430,4,350,104,235000,0.5232234737866778,0.4315203607157954,0.1426276399827593
52,1,192440000,192585000,1,192440000,192585000,"255,255,0",1.7983,0.091767,0.069531,0.8714299999999999,0.8714299999999999,0.0,0.6545148171399389,0.19243187388198027,0.19913928238484271,0.2816121351242341,0.0,0.0,48,0,42,6,145000,0.09465855307640296,0.08392327015300298,0.013335873499714232
53,1,40265000,40510000,1,40265000,40510000,"255,255,0",1.57,0.037686,0.038509,0.8541700000000001,0.945,0.22469351622225456,0.12673294542966418,0.15758340317323616,0.13311118258396384,0.17509666127467408,1.0,1.0,160,0,59,103,245000,0.18674136321195145,0.06977294228949857,0.1354906603525388
54,1,41725000,41925000,1,41725000,41925000,"255,255,0",1.6111,0.050971,0.067401,0.9125,0.8575,0.0,0.6782565529157893,0.12429926445445053,0.1461019950066895,0.27119429529414985,0.0,0.0,235,4,215,58,200000,0.3359885620915033,0.31146523178807944,0.0934622467771639
55,1,211850000,212205000,1,211850000,212205000,"255,255,0",1.7266,0.033436,0.040801,0.97063,0.94524,0.18668532787813205,0.25565681492852554,0.13265558392359633,0.1596398849054939,0.2364206767446389,0.0,0.0,72,0,27,45,355000,0.0579950289975145,0.022036190653856917,0.04085285191813867
56,1,54290000,54520000,1,54290000,54520000,"255,255,0",1.3021,0.062008000000000014,0.037386,0.7599199999999999,0.71078,0.2269129770588234,0.6967980039054029,0.17405501111997165,0.20239604196481886,0.2935354320073982,0.35449740177506783,0.6639673702987231,250,2,193,101,230000,0.3108127308894573,0.2431255398790671,0.14152454159660502
57,1,180480000,180835000,1,180480000,180835000,"255,255,0",1.6969,0.042559,0.037415,0.94524,0.90556,0.0,0.3387156525941316,0.542767273956258,0.25651303575431944,0.3959456576615517,0.5703018965156209,0.0,157,1,68,89,355000,0.1264613826751358,0.055498554239343335,0.08079786268254091
58,1,204115000,204350000,1,204115000,204350000,"255,255,0",1.4685,0.026989,0.049609,0.81703,0.91123,0.0,0.497126708449665,0.0,0.0,0.0,0.22445294045125025,0.0,224,4,124,162,235000,0.2725629258795717,0.15288149922502464,0.222169977665452
59,1,200255000,200485000,1,200255000,200485000,"255,255,0",1.4018,0.027158,0.057629,0.71704,0.9019,0.0,1.0,0.14590110051991714,0.188733353071606,0.24372019369453304,0.7064457772362122,0.0,227,0,175,217,230000,0.28221795964762714,0.22045061906133026,0.3040675794699335
60,1,244980000,245215000,1,244980000,245215000,"255,255,0",1.4782,0.044076,0.054047000000000005,0.86051,0.94022,0.0,0.5720941627059388,0.4682645753949642,0.3879154023185572,0.6954268094440033,0.3207506941882916,0.0,102,1,40,65,235000,0.12411347517730495,0.04931661265323376,0.08914227498922457
61,1,156320000,156590000,1,156320000,156590000,"255,255,0",1.3346,0.047932,0.038121,0.80384,0.78738,0.13608949211221774,0.0,0.12225017135127805,0.12764132477941914,0.17420201540320016,0.14110010773571088,0.6980978537085716,186,4,104,111,270000,0.19698620188816265,0.1116016678930586,0.13249437282586454
62,1,182050000,182375000,1,182050000,182375000,"255,255,0",1.5142,0.044202,0.042741,0.91572,0.8532200000000001,0.0,0.5889682888237978,0.4167621965000232,0.39725899737875175,1.0,0.2833467353995855,0.0,197,4,133,170,325000,0.17332830568124685,0.11856851757514007,0.16857911885536195
63,1,114520000,114850000,1,114520000,114850000,"255,255,0",1.4207,0.067886,0.069133,0.93297,0.75351,0.2876125439548567,0.0,0.3489873879845384,0.1675070701887431,0.2562474897057461,0.4921147069781157,0.5595922603166992,82,4,28,54,330000,0.07105367399485048,0.02458358418623319,0.052737317930688095
64,1,68315000,68560000,1,68315000,68560000,"255,255,0",0.72251,0.045195,0.048562,0.51425,0.534,1.0,0.0,0.0,0.4319945262058284,1.0,0.0,0.0,215,1,150,185,245000,0.2509337068160597,0.17738883632923366,0.24335701131281245
65,1,87590000,87765000,1,87590000,87765000,"255,255,0",1.6315,0.041937,0.034726,0.92484,0.89869,0.0,0.0,0.5268755459052197,1.0,0.0,1.0,0.0,65,4,28,46,175000,0.10620915032679737,0.046357615894039736,0.0847145488029466
66,1,224300000,224520000,1,224300000,224520000,"255,255,0",1.6258,0.098525,0.039374,0.8946299999999999,0.88636,0.27521950641765064,0.6720054953216883,0.17791487922853294,0.16882024043544744,0.237781597469434,0.0,1.0,30,2,7,23,220000,0.03899286987522282,0.009218844069837449,0.0336932864557174
67,1,211690000,211845000,1,211690000,211845000,"255,255,0",1.3951,0.02236,0.035514,0.8347700000000001,0.90326,0.6830944875793852,0.7052305658728858,0.20427227206098555,0.1819251492228104,0.2875890172782629,0.0,0.0,174,1,111,63,155000,0.32099936748893104,0.2074877162999359,0.13099269292461235
68,1,9330000,9550000,1,9330000,9550000,"255,255,0",1.5185,0.048085,0.065651,0.91116,0.87397,0.0,0.4886677147372021,0.18350454706350652,0.2003386612631317,0.3154165248965112,1.0,0.0,74,4,43,42,220000,0.09618241235888296,0.05663004214328717,0.061526870919136126
69,1,160390000,160585000,1,160390000,160585000,"255,255,0",1.8582,0.055184,0.044104,0.91316,0.92895,0.3562048926555979,0.14541470456830255,0.13229167944763706,0.12077904957791255,0.17403539724342634,1.0,0.0,103,0,72,69,195000,0.1510390480978716,0.10697911360163016,0.11403881569627425
70,1,166865000,167030000,1,166865000,167030000,"255,255,0",1.5641,0.047351,0.031436,0.8786799999999999,0.8786799999999999,1.0,0.7057048970911965,0.28861758953794553,0.2002587906945064,0.41552454179139736,0.6801182833503816,0.0,95,1,76,39,165000,0.1646365616953852,0.1334537427252659,0.0761761258998828
71,1,84640000,84900000,1,84640000,84900000,"255,255,0",0.98133,0.077578,0.042171,0.51737,0.61185,0.0,1.0,0.2793431348994625,0.21023798374287167,0.3760436535704135,0.3482697534279538,0.0,110,1,52,72,260000,0.12097787833081952,0.05794701986754967,0.08924776880577986
72,1,183615000,183895000,1,183615000,183895000,"255,255,0",1.7454,0.046888,0.050896,0.91199,0.9426,0.2147572148978054,0.2011220838330494,0.14021097444335615,0.12864362099011464,0.24720010603075002,0.0,0.0,254,0,191,63,280000,0.2593954248366013,0.1976407284768212,0.07251381215469613
73,1,46860000,47020000,1,46860000,47020000,"255,255,0",1.436,0.043346,0.032691000000000005,0.8632799999999999,0.76172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160,4,110,144,160000,0.28594771241830064,0.199192880794702,0.2900552486187845
74,1,19665000,19985000,1,19665000,19985000,"255,255,0",1.5438,0.052765999999999987,0.054903,0.87598,0.8877,0.21391423796486966,0.29345606674118696,0.2256388395923474,0.23882543635051146,0.4063176791909237,0.0,0.0,393,0,245,198,320000,0.3511795343137255,0.2218284354304636,0.1994129834254144
75,1,26150000,26350000,1,26150000,26350000,"255,255,0",1.2952,0.043983,0.043945,0.8925,0.6475,0.2095354778412174,1.0,0.13851431369933434,0.17986474445322814,0.1804592400325789,0.27989545231368496,0.0,203,2,152,191,200000,0.2902369281045752,0.2201986754966888,0.30778084714548803
76,1,202705000,202980000,1,202705000,202980000,"255,255,0",1.3738,0.029672000000000007,0.037241,0.8134899999999999,0.86111,0.27998905296287363,0.0,0.25506625698271745,0.16648708056242792,0.23303271679269816,0.29919386258600783,1.0,201,2,102,129,275000,0.20900178253119428,0.1074653822998194,0.15118031140130586
77,1,39560000,39740000,1,39560000,39740000,"255,255,0",1.3199,0.036891,0.026508,0.91667,0.75617,0.2769354311906668,0.0,0.1815458943504193,0.18098886279908705,0.22277294930281186,0.3185137326646745,0.5676651852664579,104,2,85,86,180000,0.16521423384168482,0.13681935246504784,0.15397994679762636
78,1,192775000,192990000,1,192775000,192990000,"255,255,0",0.99534,0.030074,0.041024,0.63853,0.6774899999999999,0.0,0.0,0.543216594266526,0.5297774422840443,0.6595385075367555,0.0,0.0,111,1,49,86,215000,0.14762881896944824,0.06603265054674265,0.1289134438305709
79,1,179060000,179200000,1,179060000,179200000,"255,255,0",1.063,0.04207,0.015019,0.83163,0.56633,0.2584046495358152,1.0,0.29642677077189306,0.2785766834965228,0.5714921374262875,0.0,0.0,75,0,62,21,140000,0.15318627450980393,0.12831125827814568,0.04834254143646408
80,1,16115000,16335000,1,16115000,16335000,"255,255,0",1.4383,0.044959,0.049668,0.8781,0.84504,0.2772701192498008,0.0,0.2420219263663993,0.25173198067611724,0.29616680182334515,0.6594252262078515,0.0,511,0,465,345,220000,0.664178550207962,0.6123946417820589,0.5053992968357609
81,1,178505000,178720000,1,178505000,178720000,"255,255,0",1.7186,0.043274,0.034716000000000004,0.95022,0.89394,0.0,0.6500332640073205,0.17491347097462084,0.1913441418662634,0.3126517675170399,1.0,0.0,238,1,122,116,215000,0.3165374677002584,0.1644078238102572,0.17388324981797934
82,1,68580000,68820000,1,68580000,68820000,"255,255,0",1.2701,0.046293,0.057279,0.90104,0.71701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,1,21,34,240000,0.06552968409586056,0.02535182119205298,0.04565684468999386
83,1,226310000,226590000,1,226310000,226590000,"255,255,0",1.4504,0.035735,0.030145,0.76148,0.9477,0.12757357121889468,1.0,0.16469194870486498,0.16440775740510116,0.2123892579052556,0.2633037009983484,1.0,253,2,145,207,280000,0.25837418300653603,0.1500413907284768,0.2382596685082873
84,1,160640000,160965000,1,160640000,160965000,"255,255,0",1.3623,0.058092999999999985,0.059114,0.73011,0.8210200000000001,0.185442730399754,0.3693648282234385,0.10970883773263727,0.08095421166019423,0.13675223517454332,0.0,0.5029724905601095,253,0,89,205,325000,0.22259929612870788,0.0793428425878757,0.2032865845020541
85,1,15850000,16085000,1,15850000,16085000,"255,255,0",1.5387,0.024487,0.031997000000000005,0.95833,0.90761,0.11866283288125296,0.36954406748999297,0.1802833379725773,0.14355799730771102,0.2353127173340522,1.0,0.5394105796324339,575,2,557,133,235000,0.6996592963426504,0.6867338311962801,0.18239880882410564
86,1,151850000,152005000,1,151850000,152005000,"255,255,0",1.3094,0.033823,0.040374,0.79583,0.8875,1.0,0.4542272563441792,0.2379319111570869,0.2857126046327505,0.4498684400636821,0.226300620818557,0.0,121,4,113,8,155000,0.22322369808138312,0.2112262337107456,0.016633992752331732
87,1,153765000,153960000,1,153765000,153960000,"255,255,0",1.7078,0.036845,0.042399,0.93947,0.94474,0.12471088737596035,0.0,0.1333081884992007,0.1453299059843113,0.17290910012730393,0.0,0.700983224718045,85,2,20,65,195000,0.12464387464387465,0.02971642044489726,0.10742786985880907
88,1,160965000,161130000,1,160965000,161130000,"255,255,0",1.4533,0.030714,0.030561,0.85662,0.8639700000000001,0.16202010445544227,0.5029207292963737,0.17773581399540195,0.17380588691857635,0.14841393200531378,0.0,0.5700880016526493,115,0,52,99,165000,0.19929689047336108,0.09131045554886616,0.19337016574585636
89,1,52870000,53160000,1,52870000,53160000,"255,255,0",1.6386,0.03636,0.026023,0.91795,0.92747,0.3982350272492596,0.7054887736432911,0.0,0.5651080432081156,0.5616831324063433,0.7070734577443563,0.0,190,2,141,126,290000,0.18734505296371426,0.14087120347111212,0.14002667174699945
90,1,146960000,147130000,1,146960000,147130000,"255,255,0",0.98519,0.046889,0.03217,0.78201,0.68512,0.0,0.0,1.0,0.5829045303881429,0.5738461539278165,0.4595669305480452,0.0,26,4,7,20,170000,0.04373317954632834,0.011930268796260229,0.037915718773697316
91,1,8030000,8410000,1,8030000,8410000,"255,255,0",1.7665,0.056312,0.052672,0.94806,0.94945,0.1556119467433571,0.6429648545003237,0.18879958058244714,0.20820733189041246,0.35611948421433176,1.0,0.7071058584603345,245,1,180,99,380000,0.1843610251117991,0.13724294179156502,0.08396336144227974
92,1,155300000,155570000,1,155300000,155570000,"255,255,0",1.5501,0.04664,0.045827,0.89712,0.90535,0.1788806050280182,0.4718393112646181,0.18348219154651946,0.15445806045553712,0.23354060485271985,0.0,1.0,93,2,24,70,270000,0.09849310094408133,0.025754231052244298,0.08355500989018484
93,1,36555000,36770000,1,36555000,36770000,"255,255,0",1.2925,0.033726,0.029769,0.88528,0.82468,0.0,0.0,0.0,0.0,0.0,0.29600210026391244,0.0,91,0,25,85,215000,0.12102903176774585,0.03369012782997074,0.1274144502976573
